"value","month","year","met","site.name","Site.Code","latitude","longitude"
0.521232814865209,"p01",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
0.602202061106406,"p01",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.616598407707958,"p01",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
0.609843179267915,"p01",1896,"vpdmin","howland","HO",45.20482,-68.74225
0.617227207108309,"p01",1896,"vpdmin","lyford","LF",42.53065,-72.18346
0.60128781090015,"p01",1896,"vpdmin","north_round_pond","NR",42.84514,-72.4473
0.599085137011007,"p01",1896,"vpdmin","pisgah","PS",42.8288,-72.43908
0.560574717755925,"p01",1896,"vpdmin","rooster_hill","RH",43.23138,-74.52254
0.54083826586767,"p02",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
0.624700525359256,"p02",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.668741785920309,"p02",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
0.738140011467483,"p02",1896,"vpdmin","howland","HO",45.20482,-68.74225
0.670191978553783,"p02",1896,"vpdmin","lyford","LF",42.53065,-72.18346
0.687166400318146,"p02",1896,"vpdmin","north_round_pond","NR",42.84514,-72.4473
0.688409256109387,"p02",1896,"vpdmin","pisgah","PS",42.8288,-72.43908
0.590574706980347,"p02",1896,"vpdmin","rooster_hill","RH",43.23138,-74.52254
0.491167356957758,"p03",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
0.648371178314251,"p03",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.869314573453115,"p03",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
0.722686461235018,"p03",1896,"vpdmin","howland","HO",45.20482,-68.74225
0.872835964111338,"p03",1896,"vpdmin","lyford","LF",42.53065,-72.18346
0.83564786355752,"p03",1896,"vpdmin","north_round_pond","NR",42.84514,-72.4473
0.846376569501011,"p03",1896,"vpdmin","pisgah","PS",42.8288,-72.43908
0.550000011920929,"p03",1896,"vpdmin","rooster_hill","RH",43.23138,-74.52254
0.775261773034921,"p04",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
0.902478829615151,"p04",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.885045425041939,"p04",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
0.929843172115357,"p04",1896,"vpdmin","howland","HO",45.20482,-68.74225
0.893452035353653,"p04",1896,"vpdmin","lyford","LF",42.53065,-72.18346
0.911694223448491,"p04",1896,"vpdmin","north_round_pond","NR",42.84514,-72.4473
0.923862412550261,"p04",1896,"vpdmin","pisgah","PS",42.8288,-72.43908
0.837339348903847,"p04",1896,"vpdmin","rooster_hill","RH",43.23138,-74.52254
0.936874605700671,"p05",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
1.06745212834039,"p05",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.864270680790582,"p05",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
1.37487864736455,"p05",1896,"vpdmin","howland","HO",45.20482,-68.74225
0.856665702972055,"p05",1896,"vpdmin","lyford","LF",42.53065,-72.18346
1.19859894986409,"p05",1896,"vpdmin","north_round_pond","NR",42.84514,-72.4473
1.20385974824736,"p05",1896,"vpdmin","pisgah","PS",42.8288,-72.43908
0.907291201895465,"p05",1896,"vpdmin","rooster_hill","RH",43.23138,-74.52254
0.229566046705863,"p06",1896,"vpdmin","gillbrook","GB",44.12178,-73.80853
0.705190348557438,"p06",1896,"vpdmin","goose_egg","GE",43.072,-73.28997
0.136254658595077,"p06",1896,"vpdmin","harvard_tower","HF",42.53928,-72.17614
1.14437772258083,"p06",1896,"vpdmin","howland","HO",45.20482,-68.74225
