"value","month","year","met","site.name","Site.Code","latitude","longitude"
84.4791854449012,"p01",1896,"ppt","gillbrook","GB",44.12178,-73.80853
65.7027129817134,"p01",1896,"ppt","goose_egg","GE",43.072,-73.28997
78.1632998202667,"p01",1896,"ppt","harvard_tower","HF",42.53928,-72.17614
69.3981709163186,"p01",1896,"ppt","howland","HO",45.20482,-68.74225
78.3491524886008,"p01",1896,"ppt","lyford","LF",42.53065,-72.18346
75.095015564896,"p01",1896,"ppt","north_round_pond","NR",42.84514,-72.4473
75.4757206540272,"p01",1896,"ppt","pisgah","PS",42.8288,-72.43908
106.260392359558,"p01",1896,"ppt","rooster_hill","RH",43.23138,-74.52254
40.9480245975752,"p02",1896,"ppt","gillbrook","GB",44.12178,-73.80853
30.3020062527776,"p02",1896,"ppt","goose_egg","GE",43.072,-73.28997
25.5874089744646,"p02",1896,"ppt","harvard_tower","HF",42.53928,-72.17614
23.9340239368709,"p02",1896,"ppt","howland","HO",45.20482,-68.74225
25.5691571669087,"p02",1896,"ppt","lyford","LF",42.53065,-72.18346
26.1300017348927,"p02",1896,"ppt","north_round_pond","NR",42.84514,-72.4473
26.1731802617821,"p02",1896,"ppt","pisgah","PS",42.8288,-72.43908
47.1566206238146,"p02",1896,"ppt","rooster_hill","RH",43.23138,-74.52254
50.3311432346383,"p03",1896,"ppt","gillbrook","GB",44.12178,-73.80853
48.8624051750377,"p03",1896,"ppt","goose_egg","GE",43.072,-73.28997
57.3877049202991,"p03",1896,"ppt","harvard_tower","HF",42.53928,-72.17614
38.9044926435129,"p03",1896,"ppt","howland","HO",45.20482,-68.74225
57.2609918575088,"p03",1896,"ppt","lyford","LF",42.53065,-72.18346
52.522931750188,"p03",1896,"ppt","north_round_pond","NR",42.84514,-72.4473
52.4969201302142,"p03",1896,"ppt","pisgah","PS",42.8288,-72.43908
45.7179300534485,"p03",1896,"ppt","rooster_hill","RH",43.23138,-74.52254
229.653956855615,"p04",1896,"ppt","gillbrook","GB",44.12178,-73.80853
