"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","grow.seas","pfall","winter","spring","summer"
"Austin Cary FL",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84021348198594,3.31221491110113,10.6837051729756,13.4704819958861,18.4586833374973,21.0661879048696,22.3816441697481,22.7510738945878,21.2327135007382,14.9054472231557,11.3659866296619,5.67791490041784,21.1780605614882,NA,NA,14.2042901687863,22.0663019897352
"Duke Hardwood",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96064801889847,-5.68134495829555,3.4343117713447,8.07889841016814,12.2902431221412,17.7470173223666,18.7789468534444,19.421150489539,17.1605834780762,5.499951651423,4.14009729328762,0.119254540368607,17.0795882531135,NA,NA,7.93448443455135,18.6490382217833
"Duke Loblolly",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96483681742134,-5.694584137257,3.41014777186486,8.06154883958996,12.2806222452581,17.7530502625753,18.7831901526924,19.4207368176786,17.1621859104945,5.48947960940081,4.13280609733455,0.0997321547985791,17.0799570777398,NA,NA,7.91743961890431,18.6523257443154
"Florida Plantation",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93980517153491,3.35270602905674,10.7517041707129,13.4307015403331,18.3290219780245,20.9244544999069,22.3365125551466,22.6245411119917,21.1387688202484,14.9563968939521,11.4307240561507,5.71985862297509,21.0706597930636,NA,NA,14.1704758963568,21.9618360556817
"Harvard",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.2802242939122,-14.5956200362756,-6.70630666840431,-0.0655102445321634,6.85703467029511,12.2251396309277,12.126516563934,12.3186239384387,9.4403265724966,0.166460317713644,-1.0017378008899,-7.36876673617085,10.5935282752184,NA,NA,0.0284059191195424,12.2234267111001
"Howland",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.5241399304292,-15.6911167557486,-10.2035076119998,-1.61448240977618,6.07465459785027,11.7027550197558,11.515121958797,10.999204814678,6.2777994698718,-1.01690873335327,-3.11370005308205,-9.7811455611121,9.31390717219058,NA,NA,-1.91444514130857,11.4056939310769
"Michigan AmerifluxTower",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.9179618686529,-17.5640440181182,-13.7214391425905,-0.885155886704974,5.47660344160871,10.6835380903305,10.4209397575238,10.4275640533063,9.34207829183514,-0.363049105428779,-4.20427215353155,-7.73398165938102,9.27014472692089,NA,NA,-3.04333052922892,10.5106806337202
"Michigan Facet Site",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.8936350110775,-17.5720876793988,-13.7024530686186,-0.860928181901595,5.47584246298726,10.6808448441605,10.429275332766,10.4480510955482,9.36699612343867,-0.361573868548959,-4.22601685864644,-7.74258922378667,9.28020197178013,NA,NA,-3.02917959584431,10.5193904241582
"Missouri Ozark",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.28393205093679,-10.03215476412,-0.223385792910375,8.31249667612239,12.0762748300796,17.14540192525,18.5254439844263,18.50151837366,16.3608609995603,4.00262236990706,0.435430345760737,-3.0029809956465,16.5219000225952,NA,NA,6.72179523776387,18.0574547611121
"Morgan Monroe State Park",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.24335053718184,-11.2127314319004,-1.08427628396115,6.85071631008331,10.8367615993693,17.3873868631422,16.9709600557839,16.8733691655223,15.0725575830092,2.32601939602525,0.949209737723525,-2.34271410621193,15.4282070533654,NA,NA,5.53440054183049,17.0772386948161
"Oak Openings Toledo",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.6193698581236,-12.9818874816987,-5.96757491902826,3.22791675864095,8.36858154869907,14.1461264134482,13.7691647328161,14.6997235030777,12.8185195268009,0.688206393472014,-1.80422687146547,-5.17082397916214,12.7604231449684,NA,NA,1.87630779610392,14.205004883114
"Savannah River",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76587714094186,-1.51741794016308,6.90043501085669,10.921898572742,15.3124899630083,19.7979377913209,21.1134539213252,21.4998436928366,19.5849927721541,8.99175552806113,7.19237001784544,0.684623092854327,19.461743628129,NA,NA,11.0449411822023,20.8037451351609
"Valles Caldera Lower",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.5865529623011,-12.4337022837313,-6.35766560535026,-1.97686705119036,2.63332294567817,5.70231589523792,7.90174541198008,7.74860074704242,5.84818977654023,-1.11987086870751,-6.5266798455187,-11.4700259060838,5.96683495529576,NA,NA,-1.90040323695415,7.11755401808681
"Valles Caldera Upper",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.6144016632697,-13.8615412583142,-7.9530732090633,-3.58581220007322,1.0611946126377,4.08811695054782,6.30748820043062,6.03887763924851,4.34677533210739,-2.48018451983058,-7.48374420611294,-12.6105299227907,4.36849054699441,NA,NA,-3.49256359883294,5.47816093007565
"Willow Creek",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.2600125929966,-21.2922393039192,-13.0400253555049,-1.03476270348366,4.93525763853602,10.2598944267325,8.69106195269406,10.0972690953782,8.25965172062801,-3.54288214935222,-7.91333340606491,-12.7011318972498,8.44862696679376,NA,NA,-3.04651014015085,9.68274182493492
"Austin Cary FL",1896,7.84021348198594,3.31221491110113,10.6837051729756,13.4704819958861,18.4586833374973,21.0661879048696,22.3816441697481,22.7510738945878,21.2327135007382,14.9054472231557,11.3659866296619,5.67791490041784,6.02600934912176,6.86627123935513,9.65364732581758,13.7266944676676,18.6896414527052,21.8150132818478,22.8119501261988,22.8492995993298,21.186157545824,15.0269082835361,14.8078068898947,7.18431064486614,21.4704124011811,15.8347157845186,6.19006516296491,14.0233277487301,22.4920876691255
"Duke Hardwood",1896,-1.96064801889847,-5.68134495829555,3.4343117713447,8.07889841016814,12.2902431221412,17.7470173223666,18.7789468534444,19.421150489539,17.1605834780762,5.499951651423,4.14009729328762,0.119254540368607,-1.6779738003531,-0.106968833012255,1.74102220769745,10.8751867087995,16.7353806401515,18.1407614999792,21.3428366346718,19.7722860490985,15.2548304787064,7.98056760514554,6.3167422878226,-1.83212325955291,18.2492190605215,8.93354414092894,-0.555229364332249,9.78386318554948,19.7519613945832
"Duke Loblolly",1896,-1.96483681742134,-5.694584137257,3.41014777186486,8.06154883958996,12.2806222452581,17.7530502625753,18.7831901526924,19.4207368176786,17.1621859104945,5.48947960940081,4.13280609733455,0.0997321547985791,-1.6870546036308,-0.119160824293963,1.71880461219879,10.8534763821411,16.7273228621144,18.1412774693778,21.3447438740663,19.7682237862645,15.2519239856561,7.96743076400511,6.30291747131825,-1.84949684365353,18.2466983954958,8.92815720574329,-0.568827757708728,9.7665346188181,19.7514150432362
"Florida Plantation",1896,7.93980517153491,3.35270602905674,10.7517041707129,13.4307015403331,18.3290219780245,20.9244544999069,22.3365125551466,22.6245411119917,21.1387688202484,14.9563968939521,11.4307240561507,5.71985862297509,6.10587788199024,6.87310582197668,9.62741506912564,13.6037824039619,18.4644738422493,21.723897117379,22.7785410914298,22.7730130899123,21.1562257023907,15.0582466276768,14.8908990329888,7.25926409266514,21.3792301686722,15.8419632567837,6.232947442314,13.8985571051123,22.425150432907
"Harvard",1896,-12.2802242939122,-14.5956200362756,-6.70630666840431,-0.0655102445321634,6.85703467029511,12.2251396309277,12.126516563934,12.3186239384387,9.4403265724966,0.166460317713644,-1.0017378008899,-7.36876673617085,-12.0462245006574,-10.5839921209563,-8.17794437813099,0.173795405554903,7.3365888759934,10.8624116656159,15.0951677948906,12.8100149559882,8.23148229562974,2.29556032892166,0.0157225127242604,-9.77001558965923,10.8671331176236,2.86834969644011,-9.99966111926151,-0.222520032194228,12.9225314721649
"Howland",1896,-15.5241399304292,-15.6911167557486,-10.2035076119998,-1.61448240977618,6.07465459785027,11.7027550197558,11.515121958797,10.999204814678,6.2777994698718,-1.01690873335327,-3.11370005308205,-9.7811455611121,-16.6250849609068,-14.9540569587366,-11.146955882221,-2.12792648706289,3.57308482438054,9.11261660658017,13.645439298447,11.5296084395894,6.95826965761729,1.44671358016609,-3.68987443378267,-12.8435221090536,8.96380376532288,0.71573022781216,-13.7867624935852,-3.23393251496778,11.4292214482055
"Michigan AmerifluxTower",1896,-14.9179618686529,-17.5640440181182,-13.7214391425905,-0.885155886704974,5.47660344160871,10.6835380903305,10.4209397575238,10.4275640533063,9.34207829183514,-0.363049105428779,-4.20427215353155,-7.73398165938102,-10.3931438659141,-12.7999281032788,-12.5237417696498,1.51679638641986,7.93980211314302,9.74677781707661,11.9255733954599,11.610005427466,5.78854771067138,0.109095835392299,-3.10258528407314,-7.8127530138238,9.40214129276338,1.59158567762494,-10.3090178761913,-1.02238109002897,11.0941188800008
