"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","grow.seas","pfall","winter","spring","summer"
"Austin Cary FL",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8192561810958,9.50256525981506,17.4387436403773,19.599116861401,24.1514470519689,27.1307256818117,27.6482714294878,27.8614715522517,26.0346655088603,20.8004451342819,16.7636417434518,12.0943927633885,26.5653162448761,NA,NA,20.3964358512491,27.5468228878504
"Duke Hardwood",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29598040555634,-0.361223928441231,9.13978954961007,14.0459157500439,18.1653481072438,24.5080945821233,24.5719847818206,25.2308757837511,24.2014744260471,13.1764909726073,10.0037758537044,5.69294928847077,23.3355555361972,NA,NA,13.7836844689659,24.770318382565
"Duke Loblolly",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29575718044024,-0.368152725307262,9.13107561174873,14.0373540651425,18.1614158905481,24.5121735753228,24.5737775944399,25.2303325365169,24.200450228321,13.170527748243,10.0051626606355,5.68828690714348,23.3356299650297,NA,NA,13.7766151891464,24.7720945687599
"Florida Plantation",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.891609056357,9.51594311725103,17.4940322371108,19.6266663907546,24.0972131767915,26.9707450981442,27.541355447602,27.7323981757076,25.935832533129,20.8012045001175,16.8145712779579,12.1015704310375,26.4555088862749,NA,NA,20.4059706015523,27.4148329071513
"Harvard",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.93099996975851,-8.34668744265384,-2.17215997053463,5.66880427873167,13.7506025546492,18.6933434586247,18.0844239373021,18.8107824522539,16.03658836261,5.6623804371446,3.46809522853671,-2.32286957361995,17.075148153088,NA,NA,5.74908228761543,18.5295166160602
"Howland",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.14049679525108,-9.33286638412971,-4.2186509710311,5.022138100497,13.3697560673844,18.5839572671814,18.7382625712136,17.9901178832849,14.3857805706915,5.46268553769186,2.34474514771236,-4.13770902220678,16.6135748719512,NA,NA,4.7244143989501,18.4374459072266
"Michigan AmerifluxTower",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.9317714308709,-11.7719755198374,-7.28830356848031,5.46573545554495,12.7430429528052,18.5879745925177,18.1276730740785,17.5070293571978,15.8439625411923,4.97716578540165,0.0534280619432154,-3.7678727773685,16.5619365035583,NA,NA,3.64015827995661,18.074225674598
"Michigan Facet Site",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.92688469590362,-11.7870491953533,-7.28611975588814,5.47945059320922,12.7445677926361,18.5951436246078,18.1328237738503,17.520816545448,15.8565990563307,4.97670652142896,0.0432941569272952,-3.7611463596898,16.5699901585746,NA,NA,3.64596620998573,18.082927981302
"Missouri Ozark",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.53736898737659,-4.27997669880997,6.53633350670076,15.3303679618686,18.7363578576793,23.4412982839628,23.9033966219511,24.4949191943282,22.8678135679376,11.8051527304166,6.07953021792653,1.75958067714476,22.6887571051718,NA,NA,13.5343531087496,23.946538033414
"Morgan Monroe State Park",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.51453976861511,-5.90154719384947,4.4035228431667,12.7487989276731,17.335648507149,23.8247152585329,22.9786370970345,24.1236381081422,21.3837734258459,9.04838075802589,5.70677038089984,1.53250310778921,21.9292824793409,NA,NA,11.4959900926629,23.6423301545699
