"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","grow.seas","pfall","winter","spring","summer"
"Austin Cary FL",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.977852030732,85.2971762666445,61.0468169098145,114.426910977036,103.382500036705,94.3793526433217,194.223522605155,189.084939220829,89.2556821012637,33.3616519106615,54.2828398817867,26.220737427475,670.325996607274,NA,NA,92.9520759745185,159.229271489769
"Duke Hardwood",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.724445054856,57.016072992415,135.52561194679,222.722897868732,94.6638102453205,99.3807769909658,109.693358477611,110.204739758144,19.7122248259064,39.0697329664981,97.7595830637948,84.1126765024937,433.654910297948,NA,NA,150.970773353614,106.42629174224
"Duke Loblolly",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.040404508296,57.1409439699228,135.701744614899,222.090911005039,94.631194853221,99.1509366693441,109.897206492398,110.063582204503,19.6946383450801,39.1699255810824,96.6237400673933,83.9029958969693,433.437558564546,NA,NA,150.80795015772,106.370575122082
"Florida Plantation",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.057154978205,85.8290776575687,64.6828108015868,115.873414706596,104.118566809199,97.7818106669491,198.472634958957,185.617079596039,97.6355865778857,33.5776668266896,54.3101880414307,27.9137633471487,683.62567860903,NA,NA,94.8915974391273,160.623841740648
"Harvard",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.1497852279695,25.5897201733477,57.3874711744164,110.076626673966,50.4517516810952,79.370175823586,105.543304459845,83.8994963819512,77.5130945416448,147.397308595713,140.488854791435,89.9806291958938,396.777822888122,NA,NA,72.6386165098259,89.6043255551274
"Howland",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3450050032882,23.9580975795878,38.8955091588782,133.790699579258,64.7363864176285,77.1490378756794,78.6053500926565,81.7378318056459,46.6985198543142,46.9515072846681,168.332673560235,115.646117847547,348.927126045924,NA,NA,79.1408650519216,79.1640732579939
"Michigan AmerifluxTower",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9761955784492,23.9367529399142,14.7925457535289,39.073130520671,70.5753684500268,37.9044152345606,14.6423343567799,66.0274494923494,102.444314557434,29.2107535505664,60.6081402629775,78.6077617407221,291.593882091151,NA,NA,41.4803482414089,39.5247330278966
"Michigan Facet Site",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0439962759037,23.9637438492807,14.9121449345316,39.3745669678087,70.737803243551,37.7340181199904,15.0324187456774,66.480441035466,101.972444189565,29.7786414557803,60.6605793831838,79.9373967747172,291.95712533425,NA,NA,41.6748383819638,39.7489593003779
"Missouri Ozark",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0378346832277,11.3495152570089,62.4652322250741,45.5512651390477,142.990868288943,137.954443545499,192.86996085132,72.3706934308192,61.8721455922045,6.01747457652168,82.7741665420927,215.902919881477,608.058111708786,NA,NA,83.6691218843549,134.398365942546
"Morgan Monroe State Park",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.263057898279,18.6778928931278,30.8129554802808,65.8077100445459,48.8948867176167,90.2310796974131,88.7416156261876,58.1956728367184,50.8589568923452,13.8979146441667,148.837463608694,92.8810947049547,336.922211770281,NA,NA,48.5051840808145,79.0561227201064
"Oak Openings Toledo",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2848362094808,17.1574251566196,31.4996049220004,40.772194508431,63.774642945111,29.7924868207178,34.3063423341309,61.3374946704541,27.9404311664668,24.4987071830464,111.52875186315,148.964959007538,217.151397936881,NA,NA,45.3488141251808,41.8121079417676
"Savannah River",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.455259236702,80.558181026597,156.479994954891,125.915578421844,107.514555062026,90.1353108525625,109.239392431809,209.451692202148,34.9391721443509,20.338880368495,54.111283731604,78.4794734256763,551.280122692896,NA,NA,129.97004281292,136.275465162173
"Valles Caldera Lower",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.146919569757,56.892917853036,31.4945670359405,17.7375958272183,66.7594723226073,28.1416291812674,146.97584102886,103.115030424609,20.7738079898782,37.4734442254615,61.7048917946988,59.6516520035863,365.765780947222,NA,NA,38.6638783952554,92.7441668782455
"Valles Caldera Upper",1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.387119620353,69.1760919633033,41.2888505899184,22.7177174632017,74.477471243344,31.5784277469791,155.104100233604,116.851414867299,22.2082486863887,40.3730963219892,71.5337699175876,71.8854162188561,400.219662777615,NA,NA,46.1613464321547,101.177980949294
